datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-11-02,296261042.07344559522,243104753.78368778413,296261042.07344559522,0.8205761786371495,16.3340041519268447,11.6395876582571299,8.5939150744760692,Aave Ethereum USDT,8942260.56662748504382,13129854.00906927349586,1.00027,18486403
2023-11-01,300377391.8575478520443,243690224.88177292296186,300377391.8575478520443,0.8112801811573805,12.9940040466064586,8.1604208818817277,5.9569849200154626,Aave Ethereum USDT,8277914.43497031153482,6983038.75783457851252,1.00017686,18480553
2023-10-31,299086984.3828898346498,241066990.9845900539961,299086984.3828898346498,0.8060096345616203,11.1002991860858505,6.1878116521727609,4.4877150290061653,Aave Ethereum USDT,9438000.01282844873772,7745846.6400766824799,1.0003011,18473515
2023-10-30,297379160.42346691317544,241790585.43861105913046,297379160.42346691317544,0.8130717199359299,13.6465017725403143,8.8401060130628274,6.4675652500530875,Aave Ethereum USDT,3000036.22898863956364,8064394.46701833158716,1.00039454,18466405
2023-10-29,302347417.85772546277,243227781.4648427688185,302347417.85772546277,0.8044645566620899,10.5554803240925977,5.6202920042631227,4.0684658771401639,Aave Ethereum USDT,4323293.18840941405705,3668526.84610567617825,1.0002595,18459199
2023-10-28,301635018.6774403790552,244266171.3638412192343,301635018.6774403790552,0.8098070722519531,12.4832416735491751,7.6283767432803907,5.5588599545962003,Aave Ethereum USDT,13771790.88592474651939,7469096.76740941060501,1.00022035,18452057
2023-10-27,295249597.17251294595361,244526689.39846910379354,295249597.17251294595361,0.8282032955851699,19.1092529216147579,14.5304717933487062,10.8291702272844465,Aave Ethereum USDT,10026852.59753645520373,8310458.17514105601591,1.00010797,18444680
2023-10-26,293453296.743196428014,235009258.524689218918,293453296.743196428014,0.8008404101534013,9.2637716818356557,4.274762168578808,3.0806476643933754,Aave Ethereum USDT,12356989.384517070346,7223513.5311186169644,0.999958,18437800
2023-10-25,288391624.7223450604728,232597604.8808707030024,288391624.7223450604728,0.8065338412820026,11.3166504778063685,6.4131775810483005,4.6546305856232579,Aave Ethereum USDT,8946915.379642171331,5874553.659359049986,1.0003348,18430428
2023-10-24,285156388.366927581076,228664041.152419023004,285156388.366927581076,0.8018899469935196,9.6493987288863107,4.6764570092565737,3.3746412597584898,Aave Ethereum USDT,15679715.24805028280425,5605563.70027840594761,0.999913,18423549
2023-10-23,275243124.04036899427557,224570690.5940647137954,275243124.04036899427557,0.8158993667036263,14.6959658774898239,9.9332977890518998,7.2934237212608297,Aave Ethereum USDT,12494017.14140164848651,20356084.69144259433669,1.00062009,18416296
2023-10-22,283009513.8793160939229,225408255.0905873436759,283009513.8793160939229,0.7964688253791649,8.9820654357908454,3.9820654357908454,2.8542321242856244,Aave Ethereum USDT,11655560.6693718685107,4188721.588544382641,1.0004769,18409260
2023-10-21,275487494.22273326661,221791618.11304630104,275487494.22273326661,0.805087790786345,10.8143470994925375,5.8899448953047265,4.2674763357118206,Aave Ethereum USDT,9967845.78135712846812,2349328.25224185496708,1.00039,18401947
